n,gamma_nominal,tau,key_family,repetitions,elapsed_ns_mean,elapsed_ns_median,elapsed_ns_std,elapsed_ns_ci95_low,elapsed_ns_ci95_high,time_per_operation_ns_mean,time_per_operation_ns_median,time_per_operation_ns_std,time_per_operation_ns_ci95_low,time_per_operation_ns_ci95_high,migrations_per_insertion_mean,migrations_per_insertion_median,migrations_per_insertion_std,migrations_per_insertion_ci95_low,migrations_per_insertion_ci95_high,pair_collisions_per_key_mean,pair_collisions_per_key_median,pair_collisions_per_key_std,pair_collisions_per_key_ci95_low,pair_collisions_per_key_ci95_high,key_comparisons_mean,key_comparisons_median,key_comparisons_std,key_comparisons_ci95_low,key_comparisons_ci95_high,bytes_per_element_mean,bytes_per_element_median,bytes_per_element_std,bytes_per_element_ci95_low,bytes_per_element_ci95_high,tracemalloc_peak_bytes_mean,tracemalloc_peak_bytes_median,tracemalloc_peak_bytes_std,tracemalloc_peak_bytes_ci95_low,tracemalloc_peak_bytes_ci95_high,resize_count_mean,resize_count_median,resize_count_std,resize_count_ci95_low,resize_count_ci95_high,max_chain_length_mean,max_chain_length_median,max_chain_length_std,max_chain_length_ci95_low,max_chain_length_ci95_high,bound_ratio_mean,bound_ratio_median,bound_ratio_std,bound_ratio_ci95_low,bound_ratio_ci95_high
10000,1.25,0.5,random,5,267094880.0,275267000.0,15355825.952777661,254830649.0,276309480.0,26709.488,27526.7,1535.5825952777661,25308.844,27619.376,3.9928,3.9928,0.0,3.9928,3.9928,0.22304,0.2239,0.0038965369239877617,0.21997999999999998,0.22608,4511.6,4322.0,520.2507087933662,4232.4,4972.8,183.92096,183.8992,0.07001348441550448,183.87168000000003,183.97856,2950014.4,2950384.0,1108.9620372221946,2949059.2,2950648.0,31.0,31.0,0.0,31.0,31.0,4.8,5.0,0.4472135954999579,4.4,5.0,0.8994318311831183,0.9028998699869988,0.015713187503653806,0.8870920652065205,0.9117715971597159
10000,1.25,0.7,random,5,250347580.0,241159600.0,22892004.59520747,233403320.0,267329329.99999997,25034.757999999998,24115.96,2289.2004595207472,23338.396,26805.576,4.4614,4.4614,0.0,4.4614,4.4614,0.28824,0.2904,0.004796144284735408,0.28454,0.29188000000000003,6569.2,6035.0,1191.3012633251087,6025.0,7633.2,156.20992,156.2144,0.10775022969813829,156.13312000000002,156.29257600000003,2530386.4,2530052.0,657.4958555002457,2529904.8,2530948.0,30.0,30.0,0.0,30.0,30.0,5.4,5.0,0.5477225575051662,5.0,5.8,0.9297822742274228,0.9367498349834984,0.015471030879073498,0.9173954995499549,0.9410723032303231
10000,1.25,0.8,random,5,235291380.0,237177300.0,17204560.241604548,222620700.0,248910620.0,23529.138,23717.73,1720.4560241604554,22120.346,24815.168,4.0681,4.0681,0.0,4.0681,4.0681,0.3652,0.3691,0.006618156843109714,0.35996,0.37014,7676.8,7015.0,1620.2151708955203,6901.905,9136.8,133.61759999999998,133.5824,0.10858802880612689,133.53248000000002,133.70016,2082522.4,2082424.0,768.5393939154974,2081910.4,2083134.4,29.0,29.0,0.0,29.0,29.0,5.8,6.0,0.8366600265340756,5.2,6.4,0.941506710671067,0.9515611361136112,0.01706199090925914,0.9279822194219421,0.9541391939193918
10000,1.25,0.9,random,5,251705280.0,251829100.0,24441150.642246775,232639300.0,270771260.0,25170.528000000002,25182.91,2444.115064224676,23322.852000000003,27169.712,4.577,4.577,0.0,4.577,4.577,0.3652,0.3691,0.006618156843109714,0.35972,0.37014,8749.2,7844.0,2023.3587670010477,7805.8,10567.6,133.61759999999998,133.5824,0.10858802880612689,133.53248000000002,133.70272,2147015.2,2146784.0,896.7693125882486,2146384.8,2147702.4,29.0,29.0,0.0,29.0,29.0,5.8,6.0,0.8366600265340756,5.2,6.4,0.941506710671067,0.9515611361136112,0.01706199090925914,0.9273789538953894,0.9542423162316231
10000,1.5,0.5,random,5,174304300.0,170059500.0,9302056.541700874,167877980.0,182342800.0,17430.43,17005.95,930.2056541700864,16752.625999999997,18177.962,2.2203,2.2203,0.0,2.2203,2.2203,0.20486,0.2038,0.00385655286493003,0.2021,0.20780000000000004,4091.8,3952.0,334.7994922337846,3911.8,4391.8,198.54528,198.5856,0.08918762245962367,198.47552000000002,198.611232,2947563.2,2948156.0,1877.024027549994,2946228.38,2948902.4,18.0,18.0,0.0,18.0,18.0,4.4,4.0,0.5477225575051662,4.0,4.8,0.913889904990499,0.909161196119612,0.01720426013532038,0.9009528712871286,0.9268269386938695
10000,1.5,0.7,random,5,153911220.0,148815300.0,14318347.50283705,143042420.0,165366047.0,15391.122,14881.53,1431.8347502837048,14311.006,16478.002,2.068,2.068,0.0,2.068,2.068,0.32558000000000004,0.3161,0.015081346093767618,0.31506,0.33728899999999995,5894.8,5620.0,614.7525518450493,5551.6,6452.4,146.89792,147.0528,0.26533577218309423,146.69248,147.08736,2099984.8,2099904.0,892.2573619757923,2099268.8,2100669.6,17.0,17.0,0.0,17.0,17.0,5.2,5.0,0.4472135954999579,5.0,5.6,0.968176389638964,0.9399857385738576,0.04484735921112981,0.9365273285328533,1.0073697209720973
10000,1.5,0.8,random,5,172493620.0,175068600.0,12358563.873160992,162546920.0,181288260.0,17249.362,17506.86,1235.8563873160992,16252.65345,18108.576,2.3637,2.3637,0.0,2.3637,2.3637,0.32558000000000004,0.3161,0.015081346093767618,0.31506,0.338763,6728.0,6397.0,825.9094986740375,6308.6,7477.8,146.89792,147.0528,0.26533577218309423,146.67136,147.085488,2161968.8,2162628.0,1148.729385016332,2161036.8,2162802.4,17.0,17.0,0.0,17.0,17.0,5.2,5.0,0.4472135954999579,5.0,5.6,0.968176389638964,0.9399857385738576,0.04484735921112981,0.9361794059405941,1.0073697209720973
10000,1.5,0.9,random,5,174191700.0,179924200.0,12932719.476970032,162825739.5,181334440.0,17419.170000000002,17992.42,1293.271947697003,16299.364000000001,18133.444,2.6594,2.6594,0.0,2.6594,2.6594,0.32558000000000004,0.3161,0.015081346093767618,0.31505700000000003,0.33842,7673.0,7280.0,1045.4446422455853,7157.2,8613.8,146.89792,147.0528,0.26533577218309423,146.66943999999998,147.08544,2224900.0,2224996.0,686.2127949841798,2224372.0,2225426.4,17.0,17.0,0.0,17.0,17.0,5.2,5.0,0.4472135954999579,5.0,5.6,0.968176389638964,0.9399857385738576,0.04484735921112981,0.9361794059405941,1.007726564656466
10000,2.0,0.5,random,5,137728180.0,137920100.0,12577697.805520691,127423200.0,148064160.0,13772.818,13792.01,1257.769780552069,12767.712,14729.4144,1.2816,1.2816,0.0,1.2816,1.2816,0.18294,0.1738,0.02302830866564021,0.16999999999999998,0.20322,3491.4,3458.0,146.2815777874986,3384.0,3598.49,220.66464000000002,220.9008,0.5581152282459326,220.17436799999996,220.97760000000002,2962147.2,2962568.0,2105.6617012236325,2960481.2,2963716.8,11.0,11.0,0.0,11.0,11.0,4.6,5.0,0.5477225575051661,4.2,5.0,0.941027698769877,0.8940123212321233,0.11845564835568943,0.8720992459245925,1.0443432193219322
10000,2.0,0.7,random,5,152512140.0,153599000.0,11963071.69221183,142733800.0,161347400.0,15251.213999999998,15359.9,1196.3071692211831,14262.944,16134.740000000002,1.7943000000000002,1.7943,2.482534153247273e-16,1.7943000000000002,1.7943000000000002,0.18294,0.1738,0.02302830866564021,0.1704795,0.20322,5063.0,5074.0,193.4476673418421,4905.0,5217.0,220.66464000000002,220.9008,0.5581152282459326,220.17312,220.97376,3134701.6,3136276.0,3642.7128352369477,3131986.7199999997,3137360.8,11.0,11.0,0.0,11.0,11.0,4.6,5.0,0.5477225575051661,4.2,5.0,0.941027698769877,0.8940123212321233,0.11845564835568943,0.8754685098509851,1.0468714532453247
