run_id,git_commit,python_version,platform,cpu,n,gamma_nominal,gamma_effective_mean,tau,m0,final_capacity,final_size,final_load_factor,key_family,key_seed,order_seed,hash_seed,repetition,elapsed_ns,time_per_operation_ns,latency_p50_ns,latency_p95_ns,latency_p99_ns,latency_max_ns,resize_count,moved_entries,migrations_per_insertion,hash_evaluations,key_comparisons,insert_collision_events,pair_collisions,pair_collisions_per_key,universal_pair_bound,bound_ratio,max_chain_length,bucket_assignments,bucket_slots_peak,unused_capacity,structural_bytes_final,bytes_per_element,tracemalloc_peak_bytes,gc_enabled,hash_a,hash_b,hash_prime
n1000-g3-t0.8-r29-h871042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.8,11,3163,1000,0.3161555485298767,random,291042,581042,871042,29,29507800,29507.8,9400.0,16300.0,27903.0,11357600,5,1243,1.243,2243,456,367,154,0.154,157.9196964906734,0.9751791791791793,3,2243,4212,2163,258624,258.624,328836,True,481731228322333964,1668408874246383885,2305843009213693951
n1000-g3-t0.9-r29-h871042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.9,11,3163,1000,0.3161555485298767,random,291042,581042,871042,29,35570200,35570.2,13200.0,17000.0,57546.999999999956,13511100,5,1399,1.399,2399,564,428,154,0.154,157.9196964906734,0.9751791791791793,3,2399,4212,2163,258624,258.624,335252,True,481731228322333964,1668408874246383885,2305843009213693951
n1000-g1.25-t0.9-r29-h871042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.9,11,1361,1000,0.7347538574577517,random,291042,581042,871042,29,75686600,75686.6,14700.0,21804.999999999993,917164.9999999964,11743900,19,4564,4.564,5564,784,539,352,0.352,367.00955180014694,0.9591031031031031,5,5564,2430,361,138608,138.608,227896,True,863677298441592062,1885445763560653668,2305843009213693951
n1000-g4-t0.7-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.7,11,3079,1000,0.3247807729782397,random,301042,601042,901042,30,27720600,27720.6,13700.0,16500.0,28159.999999999945,8420100,4,710,0.71,1710,336,282,147,0.147,162.22799610263073,0.9061321321321322,3,1710,3848,2079,254176,254.176,283076,True,269656337520630786,1673763559585928516,2305843009213693951
n1000-g1.5-t0.7-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.5405406911613417,0.7,11,1949,1000,0.513083632632119,random,301042,601042,901042,30,47899800,47899.8,12300.0,14000.0,175958.99999999968,10815200,12,2646,2.646,3646,535,409,214,0.214,256.2852744997435,0.8350070070070069,4,3646,3238,949,179280,179.28,275872,True,1084675344390535828,647151846628857331,2305843009213693951
n1000-g4-t0.9-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.9,11,3079,1000,0.3247807729782397,random,301042,601042,901042,30,23821900,23821.9,8400.0,13800.0,24609.999999999993,8721000,4,914,0.914,1914,430,346,147,0.147,162.22799610263073,0.9061321321321322,3,1914,3848,2079,254176,254.176,293172,True,269656337520630786,1673763559585928516,2305843009213693951
n1000-g2-t0.8-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.8,11,1597,1000,0.6261740763932373,random,301042,601042,901042,30,32307300,32307.3,12500.0,15200.0,26810.99999999999,8202800,7,1251,1.251,2251,558,407,328,0.328,312.77395115842205,1.0486806806806805,4,2251,2394,597,155216,155.216,200568,True,1159426964556911497,2282792039039387772,2305843009213693951
n1000-g2-t0.7-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.7,11,1597,1000,0.6261740763932373,random,301042,601042,901042,30,27317000,27317.0,9400.0,15000.0,101341.99999999996,7261900,7,1093,1.093,2093,496,381,328,0.328,312.77395115842205,1.0486806806806805,4,2093,2394,597,155216,155.216,195344,True,1159426964556911497,2282792039039387772,2305843009213693951
n1000-g3-t0.8-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.8,11,3163,1000,0.3161555485298767,random,301042,601042,901042,30,38503600,38503.6,15300.0,18200.0,29010.99999999999,13676100,5,1243,1.243,2243,463,370,136,0.136,157.9196964906734,0.8611971971971972,3,2243,4212,2163,259104,259.104,328720,True,1111014275943187912,1909245687488247522,2305843009213693951
n1000-g1.5-t0.5-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.5375603143577163,0.5,11,2927,1000,0.341646737273659,random,301042,601042,901042,30,65752000,65752.0,13600.0,17200.0,143326.99999999895,18721000,13,2863,2.863,3863,373,313,166,0.166,170.65254526819268,0.9727367367367368,3,3863,4876,1927,245152,245.152,391544,True,1487209933394193205,616030593164267869,2305843009213693951
n1000-g2-t0.9-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.9,11,1597,1000,0.6261740763932373,random,301042,601042,901042,30,28419900,28419.9,11100.0,16200.0,39307.99999999999,6591600,7,1409,1.409,2409,634,455,328,0.328,312.77395115842205,1.0486806806806805,4,2409,2394,597,155216,155.216,205628,True,1159426964556911497,2282792039039387772,2305843009213693951
n1000-g1.5-t0.8-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.8,11,1289,1000,0.7757951900698216,random,301042,601042,901042,30,44166400,44166.4,14400.0,18200.0,164855.99999999985,10314300,11,1995,1.995,2995,648,487,395,0.395,387.5096974398759,1.0193293293293293,6,2995,2146,289,133744,133.744,188916,True,1902369289422786757,133204800802860651,2305843009213693951
n1000-g3-t0.7-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.7,11,3163,1000,0.3161555485298767,random,301042,601042,901042,30,18350900,18350.9,6500.0,9200.0,37309.99999999999,6089500,5,1087,1.087,2087,389,319,136,0.136,157.9196964906734,0.8611971971971972,3,2087,4212,2163,259104,259.104,322032,True,1111014275943187912,1909245687488247522,2305843009213693951
n1000-g1.25-t0.8-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.8,11,1361,1000,0.7347538574577517,random,301042,601042,901042,30,66155900,66155.9,13800.0,20704.999999999996,659274.9999999973,12611600,19,4055,4.055,5055,675,481,359,0.359,367.00955180014694,0.9781761761761762,5,5055,2430,361,138320,138.32,221228,True,291972153258215892,51921755263016041,2305843009213693951
n1000-g1.5-t0.9-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.9,11,1289,1000,0.7757951900698216,random,301042,601042,901042,30,42285300,42285.3,13000.0,21404.999999999996,182822.9999999997,8475200,11,2246,2.246,3246,724,526,395,0.395,387.5096974398759,1.0193293293293293,6,3246,2146,289,133744,133.744,194452,True,1902369289422786757,133204800802860651,2305843009213693951
n1000-g1.25-t0.7-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2884399490725909,0.7,11,1709,1000,0.5851375073142189,random,301042,601042,901042,30,71961000,71961.0,12550.0,16300.0,746802.9999999972,11492900,20,4498,4.498,5498,613,462,275,0.275,292.2761849034523,0.940890890890891,4,5498,3070,709,162384,162.384,270548,True,838422083307060370,723463503951270435,2305843009213693951
n1000-g4-t0.5-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.5,11,3079,1000,0.3247807729782397,random,301042,601042,901042,30,23440200,23440.2,12200.0,14704.999999999996,34424.99999999998,8301500,4,507,0.507,1507,237,210,147,0.147,162.22799610263073,0.9061321321321322,3,1507,3848,2079,254176,254.176,272316,True,269656337520630786,1673763559585928516,2305843009213693951
n1000-g1.25-t0.9-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.9,11,1361,1000,0.7347538574577517,random,301042,601042,901042,30,70774700,70774.7,14700.0,17200.0,874964.9999999972,10422600,19,4564,4.564,5564,816,565,359,0.359,367.00955180014694,0.9781761761761762,5,5564,2430,361,138320,138.32,227500,True,291972153258215892,51921755263016041,2305843009213693951
n1000-g2-t0.5-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.032666219705446,0.5,11,3203,1000,0.3122073056509522,random,301042,601042,901042,30,41272700,41272.7,12400.0,13400.0,22111.99999999999,14007000,8,1579,1.579,2579,328,284,138,0.138,155.94754917265064,0.884912912912913,3,2579,4800,2203,261344,261.344,367972,True,786364784113939521,1456272340383700656,2305843009213693951
n1000-g4-t0.8-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.8,11,3079,1000,0.3247807729782397,random,301042,601042,901042,30,26749800,26749.8,8600.0,13000.0,19704.999999999993,11486300,4,812,0.812,1812,380,309,147,0.147,162.22799610263073,0.9061321321321322,3,1812,3848,2079,254176,254.176,288192,True,269656337520630786,1673763559585928516,2305843009213693951
n1000-g1.25-t0.5-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2866303730753477,0.5,11,2137,1000,0.4679457182966776,random,301042,601042,901042,30,32985500,32985.5,5800.0,7404.999999999995,395727.99999999796,6045500,21,4065,4.065,5065,453,373,231,0.231,233.73888628919045,0.9882822822822823,4,5065,3846,1137,191536,191.536,315708,True,560055717509318320,577171685577973278,2305843009213693951
n1000-g3-t0.5-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.5,11,3163,1000,0.3161555485298767,random,301042,601042,901042,30,20620000,20620.0,8200.0,11524.999999999978,19202.999999999996,7229500,5,776,0.776,1776,274,238,136,0.136,157.9196964906734,0.8611971971971972,3,1776,4212,2163,259104,259.104,308488,True,1111014275943187912,1909245687488247522,2305843009213693951
n1000-g3-t0.9-r30-h901042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.9,11,3163,1000,0.3161555485298767,random,301042,601042,901042,30,26933500,26933.5,5800.0,12500.0,17401.0,16632600,5,1399,1.399,2399,555,423,136,0.136,157.9196964906734,0.8611971971971972,3,2399,4212,2163,259104,259.104,335392,True,1111014275943187912,1909245687488247522,2305843009213693951
n10000-g4-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,20042,30042,40042,1,437904900,43790.49,15000.0,18700.0,29500.0,177050800,6,8207,0.8207,18207,2364,2070,816,0.0816,1014.1590766172384,0.804607500750075,4,18207,61620,39297,3730512,373.0512,4412688,True,41357831174653572,611083725876286844,2305843009213693951
n10000-g1.5-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.7,11,14867,10000,0.6726306585054147,random,20042,30042,40042,1,551106600,55110.66,16200.0,20900.0,34205.00000000011,122318800,17,20680,2.068,30680,6976,4775,3346,0.3346,3362.8169771978205,0.9949991399139915,5,30680,24768,4867,1467392,146.7392,2101284,True,558605632167038481,30480210764277290,2305843009213693951
n10000-g3-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.8,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,434980400,43498.04,16600.0,21700.0,42702.000000000044,164878200,7,11365,1.1365,21365,4567,3604,1568,0.1568,1755.627348386417,0.8931280328032803,5,21365,37968,18477,2395344,239.5344,3003952,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g4-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,20042,30042,40042,1,549380500,54938.05,16200.0,21000.0,43103.000000000065,277322900,6,13133,1.3133,23133,4813,3732,816,0.0816,1014.1590766172384,0.804607500750075,4,23133,61620,39297,3730512,373.0512,4659228,True,41357831174653572,611083725876286844,2305843009213693951
n10000-g1.25-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2753353982930995,0.5,11,20161,10000,0.49600714250285205,random,20042,30042,40042,1,901011500,90101.15,15800.0,21404.999999999927,60701.00000000002,143352300,31,39928,3.9928,49928,4236,3496,2267,0.2267,2479.787708943009,0.9141911591159115,5,49928,36288,10161,1838896,183.8896,2950384,True,2721672115931058,774125376119131057,2305843009213693951
n10000-g4-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,20042,30042,40042,1,280411300,28041.13,14500.0,19700.0,49205.00000000011,63444800,5,3685,0.3685,13685,5132,3922,3874,0.3874,4057.0477968027267,0.9548815281528152,6,13685,15402,2323,1300704,130.0704,1429444,True,1700549996247259158,639579457161945450,2305843009213693951
n10000-g2-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.9,11,12853,10000,0.7780284758422158,random,20042,30042,40042,1,391992500,39199.25,15300.0,21200.0,51703.000000000065,99687000,10,11506,1.1506,21506,6584,4808,4008,0.4008,3889.753364973158,1.030399519951995,7,21506,19274,2853,1328336,132.8336,1642748,True,1892975896214795007,618666313452616974,2305843009213693951
n10000-g3-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,370838100,37083.81,16000.0,19904.999999999927,48502.000000000044,127733400,7,7102,0.7102,17102,2726,2375,1568,0.1568,1755.627348386417,0.8931280328032803,5,17102,37968,18477,2395344,239.5344,2813192,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g1.25-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2761752609835624,0.7,11,16127,10000,0.6200781298443604,random,20042,30042,40042,1,861774800,86177.48,15000.0,20300.0,47007.00000000015,130804600,30,44614,4.4614,54614,6014,4539,2904,0.2904,3100.0806101568796,0.9367498349834984,6,54614,29016,6127,1562144,156.2144,2530820,True,1126921893122025355,1974639411274068637,2305843009213693951
n10000-g1.25-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,20042,30042,40042,1,841903200,84190.32,16100.0,20900.0,68706.00000000015,131529800,29,45770,4.577,55770,7798,5410,3594,0.3594,3878.8889750950425,0.9265539753975397,5,55770,23178,2889,1337392,133.7392,2146500,True,2235106282651899697,1999362790972784239,2305843009213693951
n10000-g4-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,20042,30042,40042,1,528053700,52805.37,16000.0,20200.0,34801.00000000002,251414300,6,11491,1.1491,21491,3894,3154,816,0.0816,1014.1590766172384,0.804607500750075,4,21491,61620,39297,3730512,373.0512,4580616,True,41357831174653572,611083725876286844,2305843009213693951
n10000-g1.5-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,20042,30042,40042,1,597285900,59728.59,17800.0,22000.0,51601.00000000002,128733600,17,26594,2.6594,36594,9537,5765,3346,0.3346,3362.8169771978205,0.9949991399139915,5,36594,24768,4867,1467392,146.7392,2225572,True,558605632167038481,30480210764277290,2305843009213693951
n10000-g3-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.9,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,436087100,43608.71,15400.0,22600.0,50912.00000000026,156150100,7,12786,1.2786,22786,5357,4088,1568,0.1568,1755.627348386417,0.8931280328032803,5,22786,37968,18477,2395344,239.5344,3065440,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g2-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,20042,30042,40042,1,556711000,55671.1,17600.0,21800.0,57102.000000000044,158518600,11,17943,1.7943,27943,5141,3994,1714,0.1714,1944.0447952716102,0.8816669266926693,4,27943,38570,15717,2209008,220.9008,3132668,True,421485944533384389,770239280012066878,2305843009213693951
n10000-g1.5-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,20042,30042,40042,1,605893400,60589.34,16300.0,20100.0,42505.00000000011,149138400,18,22203,2.2203,32203,4685,3624,2031,0.2031,2241.6266869927813,0.9060384638463846,5,32203,37170,12303,1985920,198.592,2946620,True,633806681871448463,541620220906949150,2305843009213693951
n10000-g2-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,20042,30042,40042,1,486300100,48630.01,15700.0,19700.0,34504.00000000009,171407800,11,12816,1.2816,22816,3458,2896,1714,0.1714,1944.0447952716102,0.8816669266926693,4,22816,38570,15717,2209008,220.9008,2961008,True,421485944533384389,770239280012066878,2305843009213693951
n10000-g3-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.7,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,354963600,35496.36,13900.0,21800.0,35002.000000000044,121684800,7,9944,0.9944,19944,3830,3142,1568,0.1568,1755.627348386417,0.8931280328032803,5,19944,37968,18477,2395344,239.5344,2944176,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g1.5-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.8,11,14867,10000,0.6726306585054147,random,20042,30042,40042,1,563968600,56396.86,17300.0,21800.0,45504.00000000009,116552400,17,23637,2.3637,33637,8198,5249,3346,0.3346,3362.8169771978205,0.9949991399139915,5,33637,24768,4867,1467392,146.7392,2162980,True,558605632167038481,30480210764277290,2305843009213693951
n10000-g2-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.8,11,12853,10000,0.7780284758422158,random,20042,30042,40042,1,369072400,36907.24,15400.0,20700.0,52607.00000000015,88999100,10,10226,1.0226,20226,5985,4482,4008,0.4008,3889.753364973158,1.030399519951995,7,20226,19274,2853,1328336,132.8336,1603416,True,1892975896214795007,618666313452616974,2305843009213693951
n10000-g1.25-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,20042,30042,40042,1,786207500,78620.75,17200.0,21400.0,61717.00000000037,117344800,29,40681,4.0681,50681,6827,5012,3594,0.3594,3878.8889750950425,0.9265539753975397,5,50681,23178,2889,1337392,133.7392,2081732,True,2235106282651899697,1999362790972784239,2305843009213693951
n10000-g1.25-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,30042,50042,70042,2,855539300,85553.93,16600.0,23700.0,68906.00000000012,139166600,29,40681,4.0681,50681,10571,5530,3703,0.3703,3878.8889750950425,0.954654805480548,6,50681,23178,2889,1335824,133.5824,2082424,True,481268205608716773,1505421764166638807,2305843009213693951
n10000-g4-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,30042,50042,70042,2,513551300,51355.13,16500.0,22304.999999999927,57904.00000000009,228175300,6,13133,1.3133,23133,4706,3732,748,0.0748,1014.1590766172384,0.7375568756875688,4,23133,61620,39297,3732464,373.2464,4657156,True,1861826843054724044,1907202849567938830,2305843009213693951
n10000-g1.5-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,30042,50042,70042,2,584212100,58421.21,14600.0,19900.0,58200.0,140269800,18,22203,2.2203,32203,3952,3292,2038,0.2038,2241.6266869927813,0.909161196119612,4,32203,37170,12303,1985856,198.5856,2948240,True,1403193052504627048,1174389762034136819,2305843009213693951
n10000-g1.5-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,30042,50042,70042,2,591126100,59112.61,15000.0,22600.0,44505.00000000011,138158300,17,26594,2.6594,36594,7090,5099,3161,0.3161,3362.8169771978205,0.9399857385738575,5,36594,24768,4867,1470528,147.0528,2225496,True,616501671019868767,1121510920319737401,2305843009213693951
n10000-g3-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,30042,50042,70042,2,409417800,40941.78,15800.0,20600.0,42701.00000000002,150438600,7,7102,0.7102,17102,2681,2357,1535,0.1535,1755.627348386417,0.8743313331333133,5,17102,37968,18477,2396240,239.624,2813400,True,1401967394619155818,2215063800188871697,2305843009213693951
n10000-g4-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,30042,50042,70042,2,282434500,28243.45,16500.0,22600.0,67108.00000000017,54559500,5,3685,0.3685,13685,5092,3968,3877,0.3877,4057.0477968027267,0.9556209820982098,5,13685,15402,2323,1298592,129.8592,1427308,True,327243863416983720,1978440742230471949,2305843009213693951
n10000-g1.25-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,30042,50042,70042,2,809020300,80902.03,15700.0,21100.0,63605.00000000011,140642200,29,45770,4.577,55770,12367,5997,3703,0.3703,3878.8889750950425,0.954654805480548,6,55770,23178,2889,1335824,133.5824,2146784,True,481268205608716773,1505421764166638807,2305843009213693951
n10000-g4-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,30042,50042,70042,2,447880300,44788.03,15500.0,20600.0,70802.00000000004,187641400,6,8207,0.8207,18207,2274,1993,748,0.0748,1014.1590766172384,0.7375568756875688,4,18207,61620,39297,3732464,373.2464,4412448,True,1861826843054724044,1907202849567938830,2305843009213693951
n10000-g4-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,30042,50042,70042,2,449526900,44952.69,8600.0,18900.0,35002.000000000044,246891400,6,11491,1.1491,21491,3785,3084,748,0.0748,1014.1590766172384,0.7375568756875688,4,21491,61620,39297,3732464,373.2464,4580144,True,1861826843054724044,1907202849567938830,2305843009213693951
n10000-g2-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,30042,50042,70042,2,453881000,45388.1,14500.0,19800.0,48105.00000000011,138285200,11,12816,1.2816,22816,3602,3030,1795,0.1795,1944.0447952716102,0.9233326332633264,5,22816,38570,15717,2207408,220.7408,2959112,True,2091820678927994299,1321807050030662402,2305843009213693951
n10000-g2-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,30042,50042,70042,2,504649500,50464.95,17500.0,23300.0,61201.00000000002,143192400,11,17943,1.7943,27943,5324,4076,1795,0.1795,1944.0447952716102,0.9233326332633264,5,27943,38570,15717,2207408,220.7408,3129300,True,2091820678927994299,1321807050030662402,2305843009213693951
