run_id,git_commit,python_version,platform,cpu,n,gamma_nominal,gamma_effective_mean,tau,m0,final_capacity,final_size,final_load_factor,key_family,key_seed,order_seed,hash_seed,repetition,elapsed_ns,time_per_operation_ns,latency_p50_ns,latency_p95_ns,latency_p99_ns,latency_max_ns,resize_count,moved_entries,migrations_per_insertion,hash_evaluations,key_comparisons,insert_collision_events,pair_collisions,pair_collisions_per_key,universal_pair_bound,bound_ratio,max_chain_length,bucket_assignments,bucket_slots_peak,unused_capacity,structural_bytes_final,bytes_per_element,tracemalloc_peak_bytes,gc_enabled,hash_a,hash_b,hash_prime
n10000-g1.25-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,20042,30042,40042,1,226368800,22636.88,4300.0,5000.0,8701.000000000022,44733900,29,45770,4.577,55770,7798,5410,3594,0.3594,3878.8889750950425,0.9265539753975397,5,55770,23178,2889,1337392,133.7392,2146500,True,2235106282651899697,1999362790972784239,2305843009213693951
n10000-g4-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,20042,30042,40042,1,126866600,12686.66,4200.0,5600.0,17700.0,55949700,6,11491,1.1491,21491,3894,3154,816,0.0816,1014.1590766172384,0.804607500750075,4,21491,61620,39297,3730512,373.0512,4580616,True,41357831174653572,611083725876286844,2305843009213693951
n10000-g1.5-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,20042,30042,40042,1,151435000,15143.5,4200.0,5200.0,6600.0,34595500,17,26594,2.6594,36594,9537,5765,3346,0.3346,3362.8169771978205,0.9949991399139915,5,36594,24768,4867,1467392,146.7392,2225572,True,558605632167038481,30480210764277290,2305843009213693951
n10000-g3-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.9,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,119419700,11941.97,4300.0,6200.0,11302.000000000044,42523400,7,12786,1.2786,22786,5357,4088,1568,0.1568,1755.627348386417,0.8931280328032803,5,22786,37968,18477,2395344,239.5344,3065440,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g2-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,20042,30042,40042,1,135316400,13531.64,4200.0,5000.0,7901.000000000022,43239200,11,17943,1.7943,27943,5141,3994,1714,0.1714,1944.0447952716102,0.8816669266926693,4,27943,38570,15717,2209008,220.9008,3132668,True,421485944533384389,770239280012066878,2305843009213693951
n10000-g1.5-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,20042,30042,40042,1,168300900,16830.09,4100.0,4800.0,7601.000000000022,34387500,18,22203,2.2203,32203,4685,3624,2031,0.2031,2241.6266869927813,0.9060384638463846,5,32203,37170,12303,1985920,198.592,2946620,True,633806681871448463,541620220906949150,2305843009213693951
n10000-g2-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,20042,30042,40042,1,120796800,12079.68,4200.0,4800.0,6101.000000000022,36247200,11,12816,1.2816,22816,3458,2896,1714,0.1714,1944.0447952716102,0.8816669266926693,4,22816,38570,15717,2209008,220.9008,2961008,True,421485944533384389,770239280012066878,2305843009213693951
n10000-g3-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.7,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,122817200,12281.72,4100.0,4700.0,8600.0,52834000,7,9944,0.9944,19944,3830,3142,1568,0.1568,1755.627348386417,0.8931280328032803,5,19944,37968,18477,2395344,239.5344,2944176,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g1.5-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.8,11,14867,10000,0.6726306585054147,random,20042,30042,40042,1,152840100,15284.01,4400.0,5700.0,9101.000000000022,35091000,17,23637,2.3637,33637,8198,5249,3346,0.3346,3362.8169771978205,0.9949991399139915,5,33637,24768,4867,1467392,146.7392,2162980,True,558605632167038481,30480210764277290,2305843009213693951
n10000-g2-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.8,11,12853,10000,0.7780284758422158,random,20042,30042,40042,1,106982100,10698.21,4100.0,5100.0,7401.000000000022,32139800,10,10226,1.0226,20226,5985,4482,4008,0.4008,3889.753364973158,1.030399519951995,7,20226,19274,2853,1328336,132.8336,1603416,True,1892975896214795007,618666313452616974,2305843009213693951
n10000-g1.25-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,20042,30042,40042,1,212916300,21291.63,4200.0,5100.0,12804.000000000087,38777300,29,40681,4.0681,50681,6827,5012,3594,0.3594,3878.8889750950425,0.9265539753975397,5,50681,23178,2889,1337392,133.7392,2081732,True,2235106282651899697,1999362790972784239,2305843009213693951
n10000-g1.25-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,30042,50042,70042,2,259094900,25909.49,4700.0,8200.0,12403.000000000065,38986700,29,40681,4.0681,50681,10571,5530,3703,0.3703,3878.8889750950425,0.954654805480548,6,50681,23178,2889,1335824,133.5824,2082424,True,481268205608716773,1505421764166638807,2305843009213693951
n10000-g4-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,30042,50042,70042,2,182542600,18254.26,4900.0,8600.0,12500.0,87959900,6,13133,1.3133,23133,4706,3732,748,0.0748,1014.1590766172384,0.7375568756875688,4,23133,61620,39297,3732464,373.2464,4657156,True,1861826843054724044,1907202849567938830,2305843009213693951
n10000-g1.5-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,30042,50042,70042,2,179807600,17980.76,4500.0,7000.0,9201.000000000022,41996200,18,22203,2.2203,32203,3952,3292,2038,0.2038,2241.6266869927813,0.909161196119612,4,32203,37170,12303,1985856,198.5856,2948240,True,1403193052504627048,1174389762034136819,2305843009213693951
n10000-g1.5-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,30042,50042,70042,2,176225300,17622.53,4500.0,5900.0,8401.000000000022,39683000,17,26594,2.6594,36594,7090,5099,3161,0.3161,3362.8169771978205,0.9399857385738575,5,36594,24768,4867,1470528,147.0528,2225496,True,616501671019868767,1121510920319737401,2305843009213693951
n10000-g3-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,30042,50042,70042,2,163560200,16356.02,7000.0,9000.0,13301.000000000022,51684000,7,7102,0.7102,17102,2681,2357,1535,0.1535,1755.627348386417,0.8743313331333133,5,17102,37968,18477,2396240,239.624,2813400,True,1401967394619155818,2215063800188871697,2305843009213693951
n10000-g4-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,30042,50042,70042,2,102251700,10225.17,4900.0,8800.0,13900.0,23284100,5,3685,0.3685,13685,5092,3968,3877,0.3877,4057.0477968027267,0.9556209820982098,5,13685,15402,2323,1298592,129.8592,1427308,True,327243863416983720,1978440742230471949,2305843009213693951
n10000-g1.25-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,30042,50042,70042,2,283029200,28302.92,4800.0,8700.0,15404.000000000087,47529100,29,45770,4.577,55770,12367,5997,3703,0.3703,3878.8889750950425,0.954654805480548,6,55770,23178,2889,1335824,133.5824,2146784,True,481268205608716773,1505421764166638807,2305843009213693951
n10000-g4-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,30042,50042,70042,2,165390300,16539.03,4800.0,8000.0,12801.000000000022,79126800,6,8207,0.8207,18207,2274,1993,748,0.0748,1014.1590766172384,0.7375568756875688,4,18207,61620,39297,3732464,373.2464,4412448,True,1861826843054724044,1907202849567938830,2305843009213693951
n10000-g4-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,30042,50042,70042,2,148047500,14804.75,4900.0,6400.0,11601.000000000022,66933000,6,11491,1.1491,21491,3785,3084,748,0.0748,1014.1590766172384,0.7375568756875688,4,21491,61620,39297,3732464,373.2464,4580144,True,1861826843054724044,1907202849567938830,2305843009213693951
n10000-g2-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,30042,50042,70042,2,137920100,13792.01,4600.0,6500.0,10100.0,41142900,11,12816,1.2816,22816,3602,3030,1795,0.1795,1944.0447952716102,0.9233326332633264,5,22816,38570,15717,2207408,220.7408,2959112,True,2091820678927994299,1321807050030662402,2305843009213693951
n10000-g2-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,30042,50042,70042,2,153599000,15359.9,4700.0,6200.0,9500.0,48384300,11,17943,1.7943,27943,5324,4076,1795,0.1795,1944.0447952716102,0.9233326332633264,5,27943,38570,15717,2207408,220.7408,3129300,True,2091820678927994299,1321807050030662402,2305843009213693951
n10000-g3-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.8,11,28477,10000,0.351160585735857,random,30042,50042,70042,2,147285000,14728.5,4800.0,8400.0,12200.0,58627300,7,11365,1.1365,21365,4577,3619,1535,0.1535,1755.627348386417,0.8743313331333133,5,21365,37968,18477,2396240,239.624,3004224,True,1401967394619155818,2215063800188871697,2305843009213693951
n10000-g1.25-t0.5-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2753353982930995,0.5,11,20161,10000,0.49600714250285205,random,30042,50042,70042,2,277004800,27700.48,4800.0,8400.0,10900.0,46689400,31,39928,3.9928,49928,5432,3774,2182,0.2182,2479.787708943009,0.8799140314031403,5,49928,36288,10161,1840144,184.0144,2950188,True,1123582061416033138,286991115792785036,2305843009213693951
n10000-g1.25-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2761752609835624,0.7,11,16127,10000,0.6200781298443604,random,30042,50042,70042,2,271987700,27198.77,4600.0,7700.0,17307.000000000153,40995400,30,44614,4.4614,54614,8700,5008,2919,0.2919,3100.0806101568796,0.9415884188418843,6,54614,29016,6127,1561248,156.1248,2529948,True,1285765672517979161,2272294560785954406,2305843009213693951
n10000-g3-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.7,11,28477,10000,0.351160585735857,random,30042,50042,70042,2,128054500,12805.45,4400.0,5200.0,8300.0,42819100,7,9944,0.9944,19944,3845,3156,1535,0.1535,1755.627348386417,0.8743313331333133,5,19944,37968,18477,2396240,239.624,2944480,True,1401967394619155818,2215063800188871697,2305843009213693951
n10000-g2-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.8,11,12853,10000,0.7780284758422158,random,30042,50042,70042,2,105589600,10558.96,4500.0,6000.0,11000.0,25418200,10,10226,1.0226,20226,6257,4579,4365,0.4365,3889.753364973158,1.1221791179117913,7,20226,19274,2853,1324080,132.408,1603056,True,2140532451734192922,52317000941763767,2305843009213693951
n10000-g1.5-t0.7-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.7,11,14867,10000,0.6726306585054147,random,30042,50042,70042,2,141768300,14176.83,4300.0,5100.0,8000.0,30711300,17,20680,2.068,30680,5525,4269,3161,0.3161,3362.8169771978205,0.9399857385738575,5,30680,24768,4867,1470528,147.0528,2100184,True,616501671019868767,1121510920319737401,2305843009213693951
n10000-g3-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.9,11,28477,10000,0.351160585735857,random,30042,50042,70042,2,127727500,12772.75,4400.0,6800.0,10602.000000000044,48591000,7,12786,1.2786,22786,5388,4079,1535,0.1535,1755.627348386417,0.8743313331333133,5,22786,37968,18477,2396240,239.624,3065136,True,1401967394619155818,2215063800188871697,2305843009213693951
n10000-g2-t0.9-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.9,11,12853,10000,0.7780284758422158,random,30042,50042,70042,2,106703700,10670.37,4400.0,5500.0,8400.0,26492800,10,11506,1.1506,21506,6760,4824,4365,0.4365,3889.753364973158,1.1221791179117913,7,21506,19274,2853,1324080,132.408,1643604,True,2140532451734192922,52317000941763767,2305843009213693951
n10000-g1.5-t0.8-r2-h70042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.8,11,14867,10000,0.6726306585054147,random,30042,50042,70042,2,175068600,17506.86,4700.0,6500.0,9700.0,45941300,17,23637,2.3637,33637,6250,4668,3161,0.3161,3362.8169771978205,0.9399857385738575,5,33637,24768,4867,1470528,147.0528,2162712,True,616501671019868767,1121510920319737401,2305843009213693951
n10000-g2-t0.7-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,40042,70042,100042,3,160643500,16064.35,4600.0,9000.0,10101.000000000022,44194000,11,17943,1.7943,27943,5074,3999,2233,0.2233,1944.0447952716102,1.148636083608361,5,27943,38570,15717,2196880,219.688,3137396,True,1678218114642525821,140165741163539417,2305843009213693951
n10000-g3-t0.5-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,40042,70042,100042,3,109717800,10971.78,4300.0,6100.0,8800.0,33831400,7,7102,0.7102,17102,2872,2475,1467,0.1467,1755.627348386417,0.8355987398739875,4,17102,37968,18477,2397584,239.7584,2808648,True,969530680349787061,742828358962818490,2305843009213693951
n10000-g1.25-t0.7-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2761752609835624,0.7,11,16127,10000,0.6200781298443604,random,40042,70042,100042,3,241159600,24115.96,4300.0,6100.0,11901.000000000022,38987400,30,44614,4.4614,54614,6031,4556,2844,0.2844,3100.0806101568796,0.917395499549955,5,54614,29016,6127,1562336,156.2336,2530052,True,209967521065575326,106090947685889366,2305843009213693951
n10000-g1.5-t0.8-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.8,11,14867,10000,0.6726306585054147,random,40042,70042,100042,3,169979000,16997.9,4200.0,5700.0,16700.0,46622300,17,23637,2.3637,33637,6323,4661,3155,0.3155,3362.8169771978205,0.9382015201520153,5,33637,24768,4867,1471008,147.1008,2162628,True,113804778882053273,539984900210946742,2305843009213693951
n10000-g3-t0.8-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.8,11,28477,10000,0.351160585735857,random,40042,70042,100042,3,120837600,12083.76,4300.0,5200.0,8700.0,44322400,7,11365,1.1365,21365,5117,3879,1467,0.1467,1755.627348386417,0.8355987398739875,4,21365,37968,18477,2397584,239.7584,2995248,True,969530680349787061,742828358962818490,2305843009213693951
n10000-g1.25-t0.9-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,40042,70042,100042,3,229314900,22931.49,4400.0,5600.0,9601.000000000022,36668700,29,45770,4.577,55770,7946,5490,3691,0.3691,3878.8889750950425,0.9515611361136113,7,55770,23178,2889,1335088,133.5088,2145928,True,1722098243549328647,1146727155808073262,2305843009213693951
n10000-g4-t0.8-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,40042,70042,100042,3,142023400,14202.34,4200.0,5900.0,8100.0,67932000,6,13133,1.3133,23133,4772,3722,792,0.0792,1014.1590766172384,0.7809425742574257,3,23133,61620,39297,3731088,373.1088,4659612,True,82620988648231865,854205959242111588,2305843009213693951
n10000-g3-t0.7-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.7,11,28477,10000,0.351160585735857,random,40042,70042,100042,3,117399400,11739.94,4500.0,5400.0,9300.0,41284900,7,9944,0.9944,19944,4241,3362,1467,0.1467,1755.627348386417,0.8355987398739875,4,19944,37968,18477,2397584,239.7584,2936176,True,969530680349787061,742828358962818490,2305843009213693951
n10000-g1.25-t0.8-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,40042,70042,100042,3,226296400,22629.64,4300.0,5100.0,10900.0,37937900,29,40681,4.0681,50681,6922,5009,3691,0.3691,3878.8889750950425,0.9515611361136113,7,50681,23178,2889,1335088,133.5088,2081832,True,1722098243549328647,1146727155808073262,2305843009213693951
n10000-g4-t0.9-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,40042,70042,100042,3,78994500,7899.45,4800.0,5400.0,8200.0,15429100,5,3685,0.3685,13685,5135,3934,3866,0.3866,4057.0477968027267,0.9529096509650965,6,13685,15402,2323,1301440,130.144,1430148,True,725696558778635720,462114612730891953,2305843009213693951
n10000-g4-t0.5-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,40042,70042,100042,3,123786400,12378.64,4400.0,5300.0,10401.000000000022,51598400,6,8207,0.8207,18207,2365,2096,792,0.0792,1014.1590766172384,0.7809425742574257,3,18207,61620,39297,3731088,373.1088,4412024,True,82620988648231865,854205959242111588,2305843009213693951
n10000-g4-t0.7-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,40042,70042,100042,3,138238500,13823.85,4500.0,5700.0,14301.000000000022,60161400,6,11491,1.1491,21491,3860,3135,792,0.0792,1014.1590766172384,0.7809425742574257,3,21491,61620,39297,3731088,373.1088,4581256,True,82620988648231865,854205959242111588,2305843009213693951
n10000-g3-t0.9-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.9,11,28477,10000,0.351160585735857,random,40042,70042,100042,3,134882100,13488.21,4300.0,5900.0,11501.000000000022,56698000,7,12786,1.2786,22786,6043,4408,1467,0.1467,1755.627348386417,0.8355987398739875,4,22786,37968,18477,2397584,239.7584,3053824,True,969530680349787061,742828358962818490,2305843009213693951
n10000-g1.5-t0.7-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.7,11,14867,10000,0.6726306585054147,random,40042,70042,100042,3,148815300,14881.53,4500.0,5400.0,8500.0,31671200,17,20680,2.068,30680,5620,4280,3155,0.3155,3362.8169771978205,0.9382015201520153,5,30680,24768,4867,1471008,147.1008,2099748,True,113804778882053273,539984900210946742,2305843009213693951
n10000-g2-t0.8-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.8,11,12853,10000,0.7780284758422158,random,40042,70042,100042,3,102348600,10234.86,4400.0,5300.0,10600.0,24162500,10,10226,1.0226,20226,5757,4393,3677,0.3677,3889.753364973158,0.9453041504150415,6,20226,19274,2853,1333392,133.3392,1603476,True,1707529223089527723,1660552831838684743,2305843009213693951
n10000-g1.5-t0.5-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,40042,70042,100042,3,165485000,16548.5,4300.0,5300.0,13000.0,38759100,18,22203,2.2203,32203,3933,3269,1999,0.1999,2241.6266869927813,0.8917631163116312,4,32203,37170,12303,1986464,198.6464,2948156,True,2032680673650913499,2014977461342034341,2305843009213693951
n10000-g2-t0.9-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.9,11,12853,10000,0.7780284758422158,random,40042,70042,100042,3,111897400,11189.74,4400.0,6600.0,13002.000000000044,27777900,10,11506,1.1506,21506,6250,4664,3677,0.3677,3889.753364973158,0.9453041504150415,6,21506,19274,2853,1333392,133.3392,1644248,True,1707529223089527723,1660552831838684743,2305843009213693951
n10000-g1.5-t0.9-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,40042,70042,100042,3,179924200,17992.42,4800.0,7300.0,12101.000000000022,41625900,17,26594,2.6594,36594,7163,5085,3155,0.3155,3362.8169771978205,0.9382015201520153,5,36594,24768,4867,1471008,147.1008,2224996,True,113804778882053273,539984900210946742,2305843009213693951
n10000-g1.25-t0.5-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2753353982930995,0.5,11,20161,10000,0.49600714250285205,random,40042,70042,100042,3,275267000,27526.7,4400.0,5400.0,9500.0,45630500,31,39928,3.9928,49928,4384,3566,2239,0.2239,2479.787708943009,0.9028998699869987,5,49928,36288,10161,1838992,183.8992,2950732,True,742541064090748023,1329144817845688235,2305843009213693951
n10000-g2-t0.5-r3-h100042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,40042,70042,100042,3,141868900,14186.89,4700.0,7600.0,13700.0,41641400,11,12816,1.2816,22816,3665,3065,2233,0.2233,1944.0447952716102,1.148636083608361,5,22816,38570,15717,2196880,219.688,2963984,True,1678218114642525821,140165741163539417,2305843009213693951
n10000-g4-t0.8-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,50042,90042,130042,4,162421800,16242.18,4600.0,6700.0,12400.0,79665300,6,13133,1.3133,23133,4756,3715,745,0.0745,1014.1590766172384,0.7345987598759876,3,23133,61620,39297,3732720,373.272,4658400,True,1261420028908620234,179813914822843760,2305843009213693951
n10000-g1.5-t0.7-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.7,11,14867,10000,0.6726306585054147,random,50042,90042,130042,4,173732300,17373.23,5000.0,6700.0,10500.0,34075700,17,20680,2.068,30680,5809,4390,3479,0.3479,3362.8169771978205,1.0345493149314933,5,30680,24768,4867,1465056,146.5056,2098804,True,1451335047593738072,1725131032970636998,2305843009213693951
