n,growth_factor,load_threshold,input_type,elapsed_time_mean,elapsed_time_median,elapsed_time_std,elapsed_time_min,elapsed_time_max,time_per_operation_mean,time_per_operation_median,time_per_operation_std,time_per_operation_min,time_per_operation_max,collisions_mean,collisions_median,collisions_std,collisions_min,collisions_max,rehashes_mean,rehashes_median,rehashes_std,rehashes_min,rehashes_max,rehash_operations_mean,rehash_operations_median,rehash_operations_std,rehash_operations_min,rehash_operations_max,final_capacity_mean,final_capacity_median,final_capacity_std,final_capacity_min,final_capacity_max,unused_capacity_mean,unused_capacity_median,unused_capacity_std,unused_capacity_min,unused_capacity_max,utilization_mean,utilization_median,utilization_std,utilization_min,utilization_max,estimated_memory_mean,estimated_memory_median,estimated_memory_std,estimated_memory_min,estimated_memory_max,total_operation_cost_mean,total_operation_cost_median,total_operation_cost_std,total_operation_cost_min,total_operation_cost_max,amortized_cost_mean,amortized_cost_median,amortized_cost_std,amortized_cost_min,amortized_cost_max
25000,2.0,0.5,random,0.04317250666839143,0.0414885499994852,0.018156529281283175,0.0239168999978574,0.0851726999972015,1.7269002667356592e-06,1.6595419999794102e-06,7.262611712513274e-07,9.56675999914296e-07,3.4069079998880622e-06,7249.366666666667,7115.0,588.2659194225201,6989,10314,12.0,12.0,0.0,12,12,32772.0,32772.0,0.0,32772,32772,65536.0,65536.0,0.0,65536,65536,40536.0,40536.0,0.0,40536,40536,0.3814697265625,0.3814697265625,0.0,0.3814697265625,0.3814697265625,5602892.266666667,5609880.0,29728.097378062164,5447128,5612952,173316.0,173316.0,0.0,173316,173316,6.93264,6.93264,0.0,6.93264,6.93264
25000,2.0,0.75,random,0.04747930333299636,0.03507235000142825,0.0175649800875807,0.0288386000029277,0.0716692999994847,1.899172133319856e-06,1.402894000057131e-06,7.02599203503228e-07,1.1535440001171082e-06,2.866771999979392e-06,10441.966666666667,10403.5,239.36676278555626,10234,11640,12.0,12.0,0.0,12,12,49152.0,49152.0,0.0,49152,49152,65536.0,65536.0,0.0,65536,65536,40536.0,40536.0,0.0,40536,40536,0.3814697265625,0.3814697265625,0.0,0.3814697265625,0.3814697265625,5602892.266666667,5609880.0,29728.097378062164,5447128,5612952,222456.0,222456.0,0.0,222456,222456,8.89824,8.89824,0.0,8.89824,8.89824
25000,2.0,0.9,random,0.02701309333206149,0.02090679999673735,0.01300781095235924,0.0187554000003729,0.0563507000042591,1.0805237332824616e-06,8.362719998694956e-07,5.203124380943698e-07,7.502160000149161e-07,2.254028000170365e-06,11638.633333333333,11618.5,186.73168715701587,11470,12561,11.0,11.0,0.0,11,11,29482.0,29482.0,0.0,29482,29482,32768.0,32768.0,0.0,32768,32768,7768.0,7768.0,0.0,7768,7768,0.762939453125,0.762939453125,0.0,0.762939453125,0.762939453125,3379443.7333333334,3381464.0,10246.042125463871,3326968,3385176,163446.0,163446.0,0.0,163446,163446,6.53784,6.53784,0.0,6.53784,6.53784
25000,3.0,0.5,random,0.04759759666776512,0.058325099998910404,0.016150445219955657,0.0259016000054543,0.065132599993376,1.903903866710607e-06,2.333003999956418e-06,6.460178087982264e-07,1.0360640002181751e-06,2.6053039997350426e-06,5895.4,5879.0,60.16047505315002,5811,6038,8.0,8.0,0.0,8,8,26248.0,26248.0,0.0,26248,26248,104976.0,104976.0,0.0,104976,104976,79976.0,79976.0,0.0,79976,79976,0.2381496723060509,0.2381496723060509,0.0,0.2381496723060509,0.2381496723060509,8205659.2,8205672.0,2037.8948976317622,8200664,8209080,153744.0,153744.0,0.0,153744,153744,6.14976,6.14976,0.0,6.14976,6.14976
25000,3.0,0.75,random,0.02085188666678727,0.015638900003978003,0.011714262554669137,0.0140051999915158,0.0499167000089073,8.340754666714928e-07,6.255560001591221e-07,4.685705021867653e-07,5.602079996606335e-07,1.996668000356294e-06,9242.966666666667,9250.5,59.60992935879839,9139,9365,7.0,7.0,0.0,7,7,13123.0,13123.0,0.0,13123,13123,34992.0,34992.0,0.0,34992,34992,9992.0,9992.0,0.0,9992,9992,0.7144490169181528,0.7144490169181528,0.0,0.7144490169181528,0.7144490169181528,3552894.4,3552696.0,1662.0975862466257,3548792,3557432,114369.0,114369.0,0.0,114369,114369,4.57476,4.57476,0.0,4.57476,4.57476
25000,3.0,0.9,random,0.021021576664740322,0.01605249999556685,0.01170080218797177,0.0147194000019226,0.0484662999951979,8.40863066589615e-07,6.420999998226762e-07,4.680320875188703e-07,5.887760000769049e-07,1.9386519998079168e-06,10102.6,10109.0,63.40705932633831,9971,10237,7.0,7.0,0.0,7,7,15743.0,15743.0,0.0,15743,15743,34992.0,34992.0,0.0,34992,34992,9992.0,9992.0,0.0,9992,9992,0.7144490169181528,0.7144490169181528,0.0,0.7144490169181528,0.7144490169181528,3552894.4,3552696.0,1662.0975862466257,3548792,3557432,122229.0,122229.0,0.0,122229,122229,4.88916,4.88916,0.0,4.88916,4.88916
50000,1.5,0.5,random,0.14327090999965242,0.13251920000038805,0.01929164672881893,0.1232248000014806,0.1816738000052282,2.865418199993049e-06,2.6503840000077614e-06,3.858329345763788e-07,2.4644960000296125e-06,3.633476000104565e-06,16852.1,16212.5,1679.0111283030606,15935,23472,22.0,22.0,0.0,22,22,120718.0,120718.0,0.0,120718,120718,120722.0,120722.0,0.0,120722,120722,70722.0,70722.0,0.0,70722,70722,0.4141747154619705,0.4141747154619705,0.0,0.4141747154619705,0.4141747154619705,10502476.266666668,10508152.0,27572.25221740538,10358920,10513352,512154.0,512154.0,0.0,512154,512154,10.24308,10.24308,0.0,10.24308,10.24308
50000,1.5,0.75,random,0.10829588666771689,0.11145150000083956,0.013882250721442713,0.075320300005842,0.1246642000041902,2.165917733354339e-06,2.2290300000167917e-06,2.7764501442885423e-07,1.50640600011684e-06,2.493284000083804e-06,23251.8,22450.5,2159.720965373967,22212,30839,21.0,21.0,0.0,21,21,120703.0,120703.0,0.0,120703,120703,80481.0,80481.0,0.0,80481,80481,30481.0,30481.0,0.0,30481,30481,0.6212646463140369,0.6212646463140369,0.0,0.6212646463140369,0.6212646463140369,7818663.466666667,7830640.0,53954.16034179857,7535600,7837136,512109.0,512109.0,0.0,512109,512109,10.24218,10.24218,0.0,10.24218,10.24218
50000,1.5,0.9,random,0.11867481000129672,0.12156479999975996,0.015303720657295133,0.0802536000119289,0.139761800004635,2.3734962000259357e-06,2.4312959999951997e-06,3.0607441314590265e-07,1.6050720002385789e-06,2.7952360000927e-06,26711.5,25889.0,2157.8560200922293,25649,32942,21.0,21.0,0.0,21,21,144841.0,144841.0,0.0,144841,144841,80481.0,80481.0,0.0,80481,80481,30481.0,30481.0,0.0,30481,30481,0.6212646463140369,0.6212646463140369,0.0,0.6212646463140369,0.6212646463140369,7818663.466666667,7830640.0,53954.16034179857,7535600,7837136,584523.0,584523.0,0.0,584523,584523,11.69046,11.69046,0.0,11.69046,11.69046
50000,2.0,0.5,random,0.09786018666733673,0.0992126999990432,0.0077993892344059065,0.0631826000026194,0.1076438000018242,1.9572037333467354e-06,1.9842539999808653e-06,1.5598778468811812e-07,1.2636520000523888e-06,2.152876000036485e-06,14541.133333333333,14196.0,1178.2050852837572,14003,19880,13.0,13.0,0.0,13,13,65541.0,65541.0,0.0,65541,65541,131072.0,131072.0,0.0,131072,131072,81072.0,81072.0,0.0,81072,81072,0.3814697265625,0.3814697265625,0.0,0.3814697265625,0.3814697265625,11219965.333333334,11235688.0,46207.59352831701,11053336,11242104,346623.0,346623.0,0.0,346623,346623,6.93246,6.93246,0.0,6.93246,6.93246
50000,2.0,0.75,random,0.1088323633332038,0.11046290000376749,0.008169248281713837,0.073248999993666,0.1173109999945154,2.1766472666640766e-06,2.2092580000753515e-06,1.6338496563427657e-07,1.4649799998733216e-06,2.346219999890309e-06,20979.066666666666,20797.0,909.0337398743151,20581,25741,13.0,13.0,0.0,13,13,98305.0,98305.0,0.0,98305,98305,131072.0,131072.0,0.0,131072,131072,81072.0,81072.0,0.0,81072,81072,0.3814697265625,0.3814697265625,0.0,0.3814697265625,0.3814697265625,11219965.333333334,11235688.0,46207.59352831701,11053336,11242104,444915.0,444915.0,0.0,444915,444915,8.8983,8.8983,0.0,8.8983,8.8983
50000,2.0,0.9,random,0.06317732666502703,0.05279770000197455,0.01737062295873372,0.0427832999994279,0.0906526999897323,1.2635465333005412e-06,1.0559540000394918e-06,3.4741245917467443e-07,8.556659999885596e-07,1.813053999794647e-06,23363.2,23210.0,757.7324338968941,22964,27327,12.0,12.0,0.0,12,12,58974.0,58974.0,0.0,58974,58974,65536.0,65536.0,0.0,65536,65536,15536.0,15536.0,0.0,15536,15536,0.762939453125,0.762939453125,0.0,0.762939453125,0.762939453125,6761713.6,6770568.0,41848.094075662746,6542360,6777144,326922.0,326922.0,0.0,326922,326922,6.53844,6.53844,0.0,6.53844,6.53844
50000,3.0,0.5,random,0.0601491066680561,0.07200690000172466,0.01803566194135223,0.0382134000101359,0.0826875000057043,1.2029821333611228e-06,1.4401380000344943e-06,3.6071323882704456e-07,7.642680002027191e-07,1.653750000114087e-06,13055.866666666667,13073.5,100.1480742780868,12911,13319,8.0,8.0,0.0,8,8,26248.0,26248.0,0.0,26248,26248,104976.0,104976.0,0.0,104976,104976,54976.0,54976.0,0.0,54976,54976,0.4762993446121018,0.4762993446121018,0.0,0.4762993446121018,0.4762993446121018,9476019.733333332,9476232.0,3008.5485437716616,9469624,9481912,228744.0,228744.0,0.0,228744,228744,4.574879999999999,4.57488,0.0,4.57488,4.57488
50000,3.0,0.75,random,0.0647235833346106,0.07497679999505635,0.018158233675081133,0.0422069000051124,0.085178099994664,1.2944716666922129e-06,1.499535999901127e-06,3.6316467350162253e-07,8.441380001022481e-07,1.7035619998932816e-06,16734.933333333334,16744.0,104.92786794395629,16539,17054,8.0,8.0,0.0,8,8,39368.0,39368.0,0.0,39368,39368,104976.0,104976.0,0.0,104976,104976,54976.0,54976.0,0.0,54976,54976,0.4762993446121018,0.4762993446121018,0.0,0.4762993446121018,0.4762993446121018,9476019.733333332,9476232.0,3008.5485437716616,9469624,9481912,268104.0,268104.0,0.0,268104,268104,5.36208,5.36208,0.0,5.36208,5.36208
50000,3.0,0.9,random,0.06767972333279124,0.0789612499938812,0.017859063649549162,0.0440530000050785,0.0886456000007456,1.3535944666558255e-06,1.5792249998776242e-06,3.5718127299098316e-07,8.8106000010157e-07,1.7729120000149123e-06,19333.466666666667,19308.5,106.72321058776735,19163,19643,8.0,8.0,0.0,8,8,47236.0,47236.0,0.0,47236,47236,104976.0,104976.0,0.0,104976,104976,54976.0,54976.0,0.0,54976,54976,0.4762993446121018,0.4762993446121018,0.0,0.4762993446121018,0.4762993446121018,9476019.733333332,9476232.0,3008.5485437716616,9469624,9481912,291708.0,291708.0,0.0,291708,291708,5.83416,5.83416,0.0,5.83416,5.83416
100000,1.5,0.5,random,0.3803831500001252,0.37999809999746503,0.009797645942402917,0.362920400002622,0.4022778000071412,3.8038315000012513e-06,3.7999809999746497e-06,9.797645942402935e-08,3.6292040000262208e-06,4.022778000071412e-06,32979.066666666666,32440.0,1267.6224808763002,32050,36380,24.0,24.0,0.0,24,24,271622.0,271622.0,0.0,271622,271622,271625.0,271625.0,0.0,271625,271625,171625.0,171625.0,0.0,171625,171625,0.3681546249424758,0.3681546249424758,0.0,0.3681546249424758,0.3681546249424758,23017194.666666668,23054096.0,154076.9594906548,22213488,23059856,1114866.0,1114866.0,0.0,1114866,1114866,11.14866,11.14866,0.0,11.14866,11.14866
100000,1.5,0.75,random,0.2920753533326206,0.29106554999452783,0.009983688913453088,0.2680683999933535,0.31386829999974,2.9207535333262055e-06,2.910655499945278e-06,9.983688913453103e-08,2.6806839999335354e-06,3.1386829999974e-06,45626.5,45024.5,1700.8907149308375,44734,51592,23.0,23.0,0.0,23,23,271606.0,271606.0,0.0,271606,271606,181083.0,181083.0,0.0,181083,181083,81083.0,81083.0,0.0,81083,81083,0.552232953949294,0.552232953949294,0.0,0.552232953949294,0.552232953949294,17063051.733333334,17068624.0,15948.282724402263,17008736,17076896,1114818.0,1114818.0,0.0,1114818,1114818,11.14818,11.14818,0.0,11.14818,11.14818
100000,1.5,0.9,random,0.21658825666478754,0.21038669999688858,0.01955928355126222,0.187051299988525,0.2645085999974981,2.1658825666478755e-06,2.1038669999688864e-06,1.9559283551262212e-07,1.87051299988525e-06,2.645085999974981e-06,52224.833333333336,51493.0,1982.2996064886502,51145,58957,22.0,22.0,0.0,22,22,217274.0,217274.0,0.0,217274,217274,120722.0,120722.0,0.0,120722,120722,20722.0,20722.0,0.0,20722,20722,0.828349430923941,0.828349430923941,0.0,0.828349430923941,0.828349430923941,12786250.133333333,12786632.0,4892.583407097216,12767784,12793192,951822.0,951822.0,0.0,951822,951822,9.518220000000001,9.51822,0.0,9.51822,9.51822
100000,2.0,0.5,random,0.2263435000010455,0.2285416500017163,0.009781417105446971,0.1864696999982698,0.2374042000010376,2.2634350000104555e-06,2.2854165000171637e-06,9.781417105446983e-08,1.864696999982698e-06,2.374042000010377e-06,29064.066666666666,28421.5,2249.165806024204,28119,39779,14.0,14.0,0.0,14,14,131078.0,131078.0,0.0,131078,131078,262144.0,262144.0,0.0,262144,262144,162144.0,162144.0,0.0,162144,162144,0.3814697265625,0.3814697265625,0.0,0.3814697265625,0.3814697265625,22470842.133333333,22503512.0,112814.76972384265,21910424,22509432,693234.0,693234.0,0.0,693234,693234,6.93234,6.93234,0.0,6.93234,6.93234
100000,2.0,0.75,random,0.25602248999978955,0.25662079999892734,0.011561016034515238,0.2125047000008635,0.2780726000055438,2.560224899997896e-06,2.5662079999892743e-06,1.1561016034515243e-07,2.1250470000086357e-06,2.780726000055438e-06,41880.63333333333,41560.5,1081.3353329558997,41287,46049,14.0,14.0,0.0,14,14,196610.0,196610.0,0.0,196610,196610,262144.0,262144.0,0.0,262144,262144,162144.0,162144.0,0.0,162144,162144,0.3814697265625,0.3814697265625,0.0,0.3814697265625,0.3814697265625,22470842.133333333,22503512.0,112814.76972384265,21910424,22509432,889830.0,889830.0,0.0,889830,889830,8.8983,8.8983,0.0,8.8983,8.8983
100000,2.0,0.9,random,0.14679562666812365,0.14639280000119465,0.009695935954972331,0.1142647999949986,0.1687155999970855,1.4679562666812368e-06,1.463928000011947e-06,9.695935954972356e-08,1.142647999949986e-06,1.6871559999708553e-06,46675.166666666664,46404.0,904.0484074365181,46167,50409,13.0,13.0,0.0,13,13,117957.0,117957.0,0.0,117957,117957,131072.0,131072.0,0.0,131072,131072,31072.0,31072.0,0.0,31072,31072,0.762939453125,0.762939453125,0.0,0.762939453125,0.762939453125,13543584.533333333,13556360.0,44463.742944912745,13368376,13566744,653871.0,653871.0,0.0,653871,653871,6.53871,6.53871,0.0,6.53871,6.53871
100000,3.0,0.5,random,0.18932016666706958,0.19600755000283238,0.02100200632690525,0.1517247000010684,0.2393608999991556,1.8932016666706962e-06,1.9600755000283245e-06,2.100200632690526e-07,1.517247000010684e-06,2.3936089999915566e-06,23632.6,23426.0,912.6040649210065,23089,28225,9.0,9.0,0.0,9,9,78737.0,78737.0,0.0,78737,78737,314928.0,314928.0,0.0,314928,314928,214928.0,214928.0,0.0,214928,214928,0.3175328964080678,0.3175328964080678,0.0,0.3175328964080678,0.3175328964080678,25820640.533333335,25832744.0,42401.76750685871,25605656,25844760,536211.0,536211.0,0.0,536211,536211,5.36211,5.36211,0.0,5.36211,5.36211
100000,3.0,0.75,random,0.20899222999869377,0.21653334999427895,0.018688412424984525,0.1694371000048704,0.2362262999959057,2.089922299986938e-06,2.16533349994279e-06,1.8688412424984525e-07,1.6943710000487045e-06,2.362262999959057e-06,34682.066666666666,34568.5,473.08896395508145,34170,36990,9.0,9.0,0.0,9,9,118101.0,118101.0,0.0,118101,118101,314928.0,314928.0,0.0,314928,314928,214928.0,214928.0,0.0,214928,214928,0.3175328964080678,0.3175328964080678,0.0,0.3175328964080678,0.3175328964080678,25820640.533333335,25832744.0,42401.76750685871,25605656,25844760,654303.0,654303.0,0.0,654303,654303,6.54303,6.54303,0.0,6.54303,6.54303
100000,3.0,0.9,random,0.2233154033339815,0.22936889999982663,0.01719397436137912,0.1843251999962376,0.2493399999948451,2.2331540333398157e-06,2.2936889999982666e-06,1.7193974361379119e-07,1.8432519999623764e-06,2.4933999999484514e-06,42444.8,42431.0,179.97153031559574,42040,43088,9.0,9.0,0.0,9,9,141715.0,141715.0,0.0,141715,141715,314928.0,314928.0,0.0,314928,314928,214928.0,214928.0,0.0,214928,214928,0.3175328964080678,0.3175328964080678,0.0,0.3175328964080678,0.3175328964080678,25820640.533333335,25832744.0,42401.76750685871,25605656,25844760,725145.0,725145.0,0.0,725145,725145,7.25145,7.25145,0.0,7.25145,7.25145
